character,line
Jeff,"For my own selfish purposes. The fact is, as hot as you look, and it is quite hot, I wouldn't have said anything. When I talk about people being evil, I could cite quotes or dig up statistics, but those are just words and numbers. I think we could have a little more fun if I express myself in song. evil woman ba na na na na evil woman That's my time, everybody. Thank you very much. Yeah!"
Jean,"At the end of round one,"
City College,"50,"
Greendale,8.
Jeff,I only got 8?
Jean,"She got 8. You got 0. It's a debate, not American Idol."
Simmons,"Nice work, L.A. law. All sizzle, no steak."
Jeff,"I don't care, dude. I'm doing this for a parking space."
Basketball Coach,"Let's go, boys. Come on, let's go. I want to see some hustlers out here. Let's go."
Professor Whitman,"By Zeus, what sort of jackassery is this? We're in the middle of a championship debate."
Basketball Coach,We reserved the gym for practice.
Dean Pelton,"Uh, yep. They reserved it. Okay, they've got us by the short ones. The debate is suspended until tomorrow. Hopefully, by then, we can get our act together."
Basketball Coach,"Oh, great try, Bruce! Great try."
Annie,"Jeff, wait, when are we getting together to prepare for tomorrow?"
Jeff,"Never, because it's stupid, and I don't care. Bite me."
Annie,Maybe Simmons is right. You really are all sizzle and no steak. You probably couldn't beat him if you tried.
Jeff,What do you mean I can't beat him? You and I are gonna study harder than we've ever studied before and beat City College tomorrow.
Annie,Really?
Jeff,"No, who am I, iCarly?"
Annie,"Abed is right. You act like things don't bother you, but they do."
Jeff,"Look, six months ago, I was a lawyer. I wore suits. I used to say stuff like, ""objection"" and ""sidebar."" Now I'm losing a community college debate to Jeremy ""Soul Patch"" Simmons."
Simmons,"Hey, Winger. You like to sing? I like to sing too. zero for Winger ba na na na na na Kick that. was a big shot lawyer ba na na na na na na now he's a lo-ooooo-ser"
Annie,"Lay off, simmons. Jeff didn't understand the rules."
Simmons,"Yeah? What's your excuse, eight points?"
Jeff,"Dude, leave her out of this."
Simmons,little Annie Adderall was an outcast in high school
Jeff,"That's it. Dude, we are gonna debate the living crap out of you. We've got some preparing to do."
Troy,I liked you better when you were smoking.
Britta,I'm so sorry.
Troy,"No, you're right. My feet are long and stupid. You can't unring that bell."
Shirley,"Oh, no."
Abed,That's my newspaper.
Shirley,"What do you need a paper for? You knew what was gonna happen yesterday, you Middle-Eastern magic eight ball. Pierce hurt his leg, Britta made Troy cry. What's my destiny? Am I gonna die in a car? Is it gonna happen soon?"
Abed,"Shirley, I have no psychic abilities. I'm just an entertainer. But if it'll make you feel any better, here, let me show you what I'm working on."
Shirley,"I'm sorry, is that me being chased down by a werewolf?"
Abed,"Yeah. And that's how you'd behave in that situation, no?"
Shirley,The situation being me being chased down by a werewolf.
Abed,Mm-hmm.
Shirley,And that's Jeff locking lips with Annie.
Abed,Mm-hmm. Yeah.
Shirley,You're a fool.
Annie,"So, in the experiment, Stanford students were divided into prisoners and guards. The guards immediately started"
Jeff,Uh!
Annie,What's wrong?
Jeff,I have this weird pain right above my eyebrow.
Annie,It's called a stress headache. I got my first one when I was four.
Jeff,I hate it.
Annie,"Well, get used to it. You're knee-deep in it now, brother. This is debate. If you want to win, you need to prepare."
Jeff,"Well, agreed, but if you want to win, you need to loosen up. Go off book, robot debater."
Annie,"Oh, my gosh. You're right. Simmons is so good at using his inherent magnetism to sell his points, and here I am, like a spinster librarian with my hair pulled back."
Jeff,Yeah.
Annie,What do you think?
Jeff,Yeah.
Annie,Thanks.
Shirley,Be careful. Abed thinks you two are gonna kiss. Ridiculous.
Jeff,Us. Kissing. That is ridiculous.
Annie,Totally. We should get back to work.
Jeff,"Yes. Um, okay. The people are inherently evil."
Annie,"Ooh, we can use this Hobbes quote. ""Man is a collection of base animal urges. To act on them and experience sinful pleasure would be morally no different than taking a breath."" That's poignant, right?"
Jeff,"Yeah. You know, maybe we should study alone."
Annie,Yeah.
Jeff,Separately.
Annie,Uh-huh. That way we can be more reproductive - productive! JEFF &
Annie,Bye.
Annie,"Oh, you forgot your phone."
Jeff,"Oh, I can get another one."
