character,line
Jeff,"I don't wanna be fine. I wanna be 25 and heading out into the world. I wanna fall asleep on a beach and be able to walk the next day, or stay up all night on accident. I wanna wear a t-shirt without looking like I forgot to get dressed. I want to be terrified of AIDS, I want to have an opinion about those, boring ass Marvel movies. And I want those opinions to be of any concern to the people making them."
Annie,"Well I want to live in the same home for more than a year, order wine without feeling nervous, have a resume full of crazy mistakes instead of crazy lies. I want stories and wisdom, perspective. I wanna have so much behind me I'm not a slave to what's in front of me, especially these flavorless unremarkable Marvel movie."
Jeff,They are so not a big deal!
Abed,I know!
Jeff,It’s just all there is!
Annie,"Yes, and you get to say that! I could screw myself if I say it, but there's pressures on me you don't have to live under, if you accept that you're older. And let the kid stuff go."
Jeff,"I let you go, Annie. From my hands and my head. The heart, which cynics say is code for penis, wants what it wants. But I let you go."
Annie,The others are coming. I think you should kiss me goodbye or you might regret it for the rest of your life.
Jeff,What about you?
Annie,"Oh, I'll regret the kiss for a week, I'm in my 20s. Who cares?"
Chang,O-o-o-o-oh!!! Are we interrupting?
Britta,Stop being gross!
Abed,Are you guys doing an unauthorized finale in here? Not cool.
Jeff,"Abed, I know it gives you comfort to see everything through that metal lens, but we were just saying goodbye to the room."
Annie,"For Season Six. Season seven, who knows? It’s out of our hands. Too many variables."
Abed,"Cool. Cool, cool. Cool, cool. Cool. That was one cool for each season."
Chan,"Wait, do it again. I want to try something."
Abed,"Cool. Cool, cool. Cool."
Abed,"Cool, cool."
Chang,I farted during the fourth one. It’s an inside joke.
Jeff,I'm gonna miss you guys.
Frankie,"Gay. You know what I think everybody should do, as a humble outsider that came in and nailed it? I think everyone should imagine their own personal version of season seven and not share it with anyone. And then maybe it'll come true."
Abed,"No cutting to any of them. If you cut to it, it won't come true."
Featuring,"Jeff, Brianna, Kaylee, Mackenzie, Hailey and Phoebe"
Setting,Group Study Room F
Jeff,"You just stopped being a study group. I hereby pronounce you a community. Brianna, you're the driven idealist. Kaylee, you're the fiery passionate one. We might have a fun no strings and Mackenzie, the kooky nerdy one, and Hailey, the other nerdy one! You guys should be best friends and have pillow fights. And there's Phoebe, the wise one. No? You're nerdy too? Okay, and the rest of you are the redhead ones. And we're gonna have some pretty crazy times, and eventually you'll leave and be replaced by new ones. And that's something I'm equipped to handle now. I'm sort of the hero that way."
Featuring,"Jeff, Britta, Annie, Abed, Frankie, Chang, Dean Pelton"
Setting,Group Study Room F
Chang,"We can cut to them at home though, right? I mean by ourselves?"
Abed,Sure.
Jeff,I love that I got to be with you guys.
Chang,Gay.
Jeff,"You saved my life, and changed it forever."
Chang,Gay!
Jeff,Thank you.
Chang,I'm gay. I'm for real gay. I'm legit gay!
Featuring,"Jeff, Annie and Abed"
Setting,Airport
Featuring,"Jeff, Brita, Frankie, Chang and Dean Pelton"
Setting,The Vatican
Britta,This is the show.
Chang,Right!
Featuring,"Dad, Mom, Son, Daughter and Narrator"
Setting,House
Narrator,Community! The hit show is now a hit board game!
Daughter,More like an I'm bored game.
Father,"Shut up, Leonard. You look like a German puppet maker and smell like the inside of a church."
Narrator,"Blah, blah, blah commercial video describing the rules of gameplay."
Son,"I like you, Leonard. As a friend."
Mom,"Ooh. Sorry Britta, but that friendship just got a benefit."
Narrator,Collect all the other players' identities and be the first to figure out if the game is part of the show or...
Father,I got it. The whole show is happening inside this game.
Son,Then explain this.
Daughter,What is it?
Father,"It's a script of a fake commercial at the end of season six, starring this family."
Son,"Sorry, dad. Guess I win."
Father,"You stupid child. Nobody's winning anything. Don't you see? This means we don't exist. We're not created by God, we're created by a joke. We were never born, and we will never actually live."
Narrator,"Dice not included. Some assembly required. Lines between perception, desire, and reality may become blurred, redundant, or interchangeable. Characters may hook up with no regard for your emotional investment. Some episodes too conceptual to be funny. Some too funny to be immersive, and some so immersive they still aren't funny. Consistency between seasons may vary. Viewers may be measured by a secretive obsolete system based on selected participants keeping handwritten journals of what they watch. Show may be cancelled and moved to the Internet, where it turns out tens of millions were watching the whole time, may not matter. Fake commercial may end with disclaimer gag which may descend into vain Chuck Lorre-esque rant by narcissistic creator. Creator may be unstable. Therapist may have told creator this is not how you make yourself a good person. Life may pass by while we ignore or mistreat those close to us. Those close to us may be those watching. Those people may want to know I love them, nut I may be incapable of saying it. Contains pieces the size of a child's esophagus."
